Index dist_to_goal_AAPF_OriON dist_to_goal_APF_OriON dist_to_goal_AAPF_OriOFF
37 0.39724185759327746 0.39724185759327746 0.388817538461459
38 0.38740365365024276 0.38740365365024276 0.38028068041722946
39 0.3777848263711428 0.3777848263711428 0.37203442585901
40 0.36830991828219917 0.36830991828219917 0.36408802733717194
41 0.35911803465772124 0.35911803465772124 0.35644944364170444
42 0.3501909768450757 0.3501909768450757 0.34912517998503595
43 0.34138946636404716 0.34138946636404716 0.3421201437868126
44 0.33296177843840935 0.33296177843840935 0.3354375228021971
45 0.3248405917887432 0.3248405917887432 0.32907869209407
46 0.31704033425220557 0.31704033425220557 0.3230431556166701
47 0.3092214492713188 0.3092214492713188 0.3173285269454844
48 0.30199466116693807 0.30199466116693807 0.3119305520047722
49 0.2947103902250865 0.2947103902250865 0.3068431746187242
50 0.287295868272078 0.287295868272078 0.3020586435054241
51 0.28072612914618394 0.28072612914618394 0.297567657138899
52 0.2746295776768849 0.2742220090079821 0.2933595409264281
53 0.2680252436176255 0.26691571386179735 0.2894224495686545
54 0.26260084154145497 0.2609172828477889 0.285743586425624
55 0.25765188374810555 0.25550658438626606 0.2823094312750828
56 0.2518330909438045 0.24938956012998403 0.27910596802139853
57 0.24750099307375953 0.24483387951221466 0.27611890462918576
58 0.2436029429334531 0.2408047714368954 0.2733338786986616
59 0.23849874450360284 0.2357163599465046 0.27073664352334936
60 0.23511375784959565 0.23237855354878686 0.2683132310209808
61 0.2321080818445694 0.22947926631253737 0.2660500894638653
62 0.22945047292318585 0.22697725959273934 0.26393419534115825
63 0.224945803381298 0.22273529272311654 0.26195313988248975
64 0.22264316451985264 0.22068342348521006 0.26009519171638223
65 0.2206388620101576 0.21902639089115927 0.2583493378158586
66 0.21889675164559205 0.2176591256920389 0.25670530531108726
67 0.21474090892904718 0.21388071146057286 0.25515356695551056
68 0.21321275925435215 0.21280054638118176 0.25368533305791274
69 0.21190267683086664 0.2119471652720306 0.25229253258159734
70 0.21078546150753427 0.21129127562607933 0.25096778590476015
71 0.20983835943502968 0.2108066148482017 0.2497043714699213
72 0.205675089546259 0.20700467707301792 0.24849618825505695
73 0.2048222510253504 0.20666337063098883 0.24733771569816754
74 0.20411440471671272 0.20645904875521848 0.24622397241712946
75 0.2035330344796845 0.20637119339996457 0.24406652983717342
76 0.20306187388942168 0.20638187244369885 0.24265886840893403
77 0.19871693789457767 0.2023525860325196 0.2416383396782975
78 0.19827327544486917 0.2024410736713883 0.24080836346774087
79 0.19792924394875866 0.20261095373235008 0.2400649922603924
80 0.19767112362960826 0.2028475766575408 0.23935504403228958
81 0.19748709981924661 0.203138503122837 0.2386527007592106
82 0.19736707474464532 0.20347326857533563 0.23794658984715583
83 0.19255089194297584 0.20365512405040542 0.2372327294859095
84 0.190420614196587 0.198771296610788 0.2359576877458611
85 0.1893260913369322 0.1992438704209087 0.23475016288772574
86 0.18877839630230053 0.199742646738884 0.23360402592207427
87 0.1842098081427154 0.20025995850125528 0.23251383659638655
88 0.18408595337427 0.20058974105819977 0.23147463137568644
89 0.18404452026434912 0.2009444092065292 0.23048182365348496
90 0.18406856463359225 0.20131941510816373 0.22953115871892185
91 0.18414589935163178 0.2017111357505083 0.2286186932548604
92 0.184267392369971 0.20211674553703968 0.2277407840787407
93 0.1844260462834224 0.19643549905310725 0.22689407888113772
94 0.17952932675333189 0.1971736388642895 0.2260755059320894
95 0.1796378388929569 0.1976880859626044 0.22528226184115818
96 0.17979999690759182 0.1982073075217923 0.22451179744312744
97 0.1800005160718859 0.1987293075778731 0.2237618022759016
98 0.18023057835936096 0.19925274627365877 0.2230301882161188
99 0.1804848915119351 0.19977682344922737 0.22231507280032448
100 0.1807601720352309 0.20030117753693202 0.2216147626684767
101 0.18105435079065618 0.20082579818850377 0.22092773746365743
102 0.18136614460423323 0.20135095112338214 0.2202526344262561
103 0.18169481375658633 0.20187711377519624 0.2195882338400041
104 0.1820400147461854 0.2024049204176615 0.21893344542258342
105 0.17596387805617758 0.20293511556444407 0.21828729570399222
106 0.17634701904765526 0.19652774974929113 0.21764891639919928
107 0.17675333644864083 0.1972240229108844 0.21701753375548175
108 0.17717238023943213 0.19790742156107463 0.21639245883693115
109 0.17760300645288912 0.19857901440460435 0.21577307869707138
110 0.17804192319446205 0.1992400121846853 0.21515884838369426
111 0.17848972459250242 0.19989170271706383 0.21469495711505454
112 0.17894743153049048 0.20053539893790914 0.2142624970348636
113 0.17941612912322402 0.2011723976464535 0.21385062296286844
114 0.17989682488895078 0.2018039470124504 0.2134526910456626
115 0.18039040183850027 0.20243122124686003 0.21306454255177282
116 0.1808976090189755 0.2030553011103908 0.21268350747780027
117 0.18141906429439938 0.20367715916628962 0.21230782308565965
118 0.18195525905805743 0.20429764887777793 0.21193629137589187
119 0.18250656125169068 0.2049174968126684 0.21156807456425195
120 0.18307321589969544 0.205537297353088 0.211202570810909
121 0.18365534344557288 0.2061575094213091 0.21083933711536715
122 0.18425293649026803 0.20677845482728807 0.21047804033063164
123 0.1848658555348429 0.2074003179228536 0.2101184252428746
124 0.18549382422823074 0.20802314631437466 0.20976029322671289
125 0.18613642450189144 0.20864685244244774 0.2094034876080709
126 0.18679309187032198 0.20927121588559225 0.20904788338677258
127 0.18746901320811848 0.20989588628670375 0.20869337986346803
128 0.18815669557803788 0.2105203868372839 0.20833989524775043
129 0.18885530176652982 0.2111441182862177 0.20798736264774517
130 0.18956377983285785 0.21176636346773856 0.2076357270422184
131 0.1902808772156915 0.21238629236762532 0.2072849429637585
132 0.19100515144165578 0.21300296776776162 0.2069349727045032
133 0.19173497877498777 0.21361535152686564 0.206585784911053
134 0.19246856187594205 0.21422231156911195 0.20623735347273997
135 0.19320393733094623 0.214822629661954 0.20588965663342337
136 0.19393898377099036 0.2154150100689297 0.2055426762753399
137 0.19467143119229027 0.21599808916159988 0.2051963973366606
138 0.1953988720200358 0.2165704460659733 0.20485080733391667
139 0.19611877439765668 0.21713061440168135 0.20450589596742316
140 0.1968284981271357 0.217677095145808 0.20416165479296844
141 0.19752531361794076 0.21820837061695797 0.20381807694687334
142 0.19820642411182188 0.21872291952868805 0.20347515691438509
143 0.19886899132843466 0.21921923300541749 0.20313289033355159
144 0.19951016451577003 0.21969583138995782 0.20279127382835863
145 0.20012711268730593 0.22015128160262357 0.2024503048661829
146 0.20071722054044275 0.22058421474154208 0.20210998163558286
147 0.2012782591762599 0.22102125403866896 0.20177030294119963
148 0.20180740775212555 0.22142897386244761 0.2014312681131403
149 0.20230203338825062 0.22180632920914292 0.20109287692867317
150 0.20275972833877665 0.2221524131666256 0.20075512954444003
151 0.20317834468314178 0.22246647270056252 0.20041802643768145
152 0.20355602460419522 0.22274792132708704 0.20008156835522004
153 0.2038912245401005 0.22299634825083683 0.19974575626913002
154 0.20418273185195457 0.22321152367897473 0.19941059133819147
155 0.20442967312144805 0.22339340017923542 0.19907607487435808
156 0.20463151374232505 0.22354211012091382 0.19874220831357145
157 0.2047880490390738 0.22365795940800262 0.19840899319036004
158 0.2048993876739007 0.22374141786915175 0.19807643111572398
159 0.20495902129254434 0.22379310679744108 0.19749881456653637
160 0.2049822409575051 0.22381378422496906 0.19690924225551953
161 0.20496340204826094 0.22380432856815788 0.1963069555626253
162 0.20490337200729336 0.22376572128909705 0.19569318645406292
163 0.20480319356471335 0.22369902918989884 0.19506980138868663
164 0.20466404695633142 0.22364016329917227 0.1944386904350022
165 0.20448721631719433 0.22355705919274527 0.19380152415345447
166 0.20427406021526795 0.22345074222972536 0.19315968505904912
167 0.20402598623344434 0.223322259354164 0.1925142762778416
168 0.20374442942779739 0.22317266805687047 0.19186615955885236
169 0.2034308344124135 0.2230030266464282 0.19121600016816379
170 0.20308664076014854 0.22281438586643218 0.19056430894901205
171 0.20271327136972134 0.22260778184247246 0.18991147806007613
172 0.20231212343258567 0.22238423030063587 0.18925780979326137
173 0.2018845616349666 0.22214472196891605 0.188603539087926
174 0.2014319132469438 0.22189021905289527 0.18794885076332635
175 0.20095546477698858 0.2216216526659357 0.1872938925254428
176 0.2004564599028012 0.22133992109025924 0.18663878468788983
177 0.1999360984243837 0.2210458887470715 0.18598362738475577
178 0.1993955360204627 0.2207403857597743 0.18532850589329308
179 0.19883588462297833 0.22042420800298101 0.1846734945448609
180 0.1982582132552447 0.21988523052699027 0.1840186595882846
181 0.19766354920702248 0.21935156213478924 0.1833640612795984
182 0.1970474074699117 0.21681046969237466 0.1827097554025904
183 0.1964164781671081 0.21532059329788558 0.18205579437176495
184 0.19577158063058758 0.2144143874828168 0.1814022280296662
185 0.1951135249754304 0.21383155448861857 0.1807491042209488
186 0.19444310629185518 0.21342716103099546 0.1800964692036632
187 0.1937611009950099 0.21311993026336956 0.1794443679420456
188 0.19306826466121363 0.21286379283834092 0.17879284431320547
189 0.19236533088483593 0.21263232837699922 0.17814194125136068
190 0.1916530108309353 0.21241022975639615 0.17773171016910524
191 0.19093199325632249 0.21218857884810433 0.17756367006849136
192 0.19020294483974529 0.21196219812164344 0.17743572466093915
193 0.1894665107096346 0.21172814215299723 0.1773286404382133
194 0.18872331509148924 0.21148482243259448 0.1772324451401192
195 0.1879739620207642 0.21123148919213225 0.1771420189024012
196 0.18722349635692004 0.2109679179877994 0.1770547578806656
197 0.1864679451364881 0.21069421601435456 0.17696935129952923
198 0.18570789832730747 0.21041069992103478 0.17688514741955746
199 0.1849439154231521 0.21011781727575204 0.1768018274556475
200 0.18417652975019355 0.20981609526688108 0.1767192391127661
201 0.18340625177816328 0.20950610676466003 0.17663731225299215
202 0.18263357167754557 0.20918844766376693 0.17655601654441055
203 0.18185896130847948 0.20886372168402118 0.17647534042624363
204 0.1810828757821039 0.2085325301741072 0.17639528081627642
205 0.18030575469995944 0.20819546531135652 0.17631583818193067
206 0.1795280231502114 0.20785310562786347 0.17623701425668656
207 0.17875009251921511 0.20750601314050424 0.17615881103874198
208 0.1779723611618421 0.20715473159106576 0.17608123039528695
209 0.1771952149627779 0.20679978545567884 0.17600427394122448
210 0.17641902781273497 0.20644167948652806 0.1759279430335409
211 0.1756441620174382 0.20608089862002643 0.17585223880755027
212 0.17487096865276366 0.2057179081349714 0.1757771622225
213 0.17409978787612784 0.20535315397863263 0.1757027141035621
214 0.17333094920180625 0.2049870632029003 0.1756288951761209
215 0.17256477174608412 0.20462004446968463 0.17555570609205615
216 0.1718015644468344 0.2042524885968374 0.17548314744911292
217 0.17103870300703422 0.2038847691244605 0.17541121980478694
218 0.17027955234810233 0.20351724288756262 0.17533992368606566
219 0.1695243507072928 0.20315025058539557 0.17526925959613535
220 0.16877333770040617 0.20278411734089793 0.17519922801891272
221 0.16802675142740864 0.2024191532459048 0.17512982942205152
222 0.16728482645515802 0.2020556538893478 0.17506106425888693
223 0.16654779240555537 0.20169390086681072 0.1749929329696652
224 0.16581587296566996 0.2013341622705931 0.1749254359822882
225 0.16508928519422209 0.20097669316000472 0.17485857371274516
226 0.16436118879971057 0.20062173601200153 0.17479234656534567
227 0.16363889372996143 0.2002695211525549 0.17472675493282963
228 0.16292260803502193 0.19992026716932057 0.17466179919641128
229 0.16221252492812577 0.1995741813063041 0.17459747972578868
230 0.16150882443250328 0.19923145984128993 0.17453379687914128
231 0.1608116746298762 0.19889228844684667 0.17447075100313197
232 0.16012592640477566 0.19855684253574082 0.1744083424329193
233 0.15944687246426037 0.19822528759159053 0.1743465714921845
234 0.1587746891543399 0.19789777948558906 0.17428543849317754
235 0.1581095337004032 0.19757446478009696 0.1742249437367789
236 0.1574515469898227 0.19725548101989324 0.1741650875125794
237 0.15680085571914856 0.19694095701183406 0.17410587009897563
238 0.15615757403598668 0.1966310130936459 0.1740472917632791
239 0.155521804791623 0.19632521883718837 0.17398935276183922
240 0.15489364049992205 0.19574896854117535 0.17393205334017578
241 0.15427316407768712 0.1951891624325297 0.17387539373312152
242 0.1536604494240673 0.19464144164217542 0.17381937416497417
243 0.15305556188233616 0.19430665494210067 0.17376399484965224
244 0.15245855861624902 0.19397526935838258 0.17370925599086048
245 0.15186948892472563 0.19364766839091618 0.17365515778225632
246 0.15128839451225223 0.19332424629865422 0.17360170040762207
247 0.15071530972769265 0.19300534804949482 0.17354888404104013
248 0.1501502617807243 0.19269125422730612 0.17349670884706953
249 0.1495932709425737 0.19238218427385195 0.17344517498092504
250 0.1490443507358636 0.19207830584920327 0.17339428258865763
251 0.14850296384185488 0.19177974504221326 0.17334403180733465
252 0.14796966941947143 0.19148659542004914 0.1732944227652221
253 0.1474444573706728 0.1911989253652041 0.17324545558196547
254 0.14692731288098676 0.19091678375117976 0.17319713036877218
255 0.14641821620947498 0.19064020421635763 0.17314944722859213
256 0.1459171425874081 0.1903692083324475 0.17310240625629858
257 0.14542406219455387 0.19010380793405215 0.17305600753886835
258 0.14493894019097064 0.18984400682651165 0.1730102511555619
259 0.14446173678852545 0.18958980204000161 0.17296513717810022
260 0.14399240735083005 0.1893411847558612 0.17292066567084427
261 0.1435309025134842 0.18909814099781538 0.17287683669097043
262 0.1430771683187635 0.18886065215536316 0.17283365028864606
263 0.142631146360526 0.18862869538774293 0.17279110650720517
264 0.1421927739362544 0.18840224394309138 0.1727492053833196
265 0.14176198420398195 0.18818126741743182 0.1727079469471735
266 0.14133870634244108 0.18796573197096667 0.17266733122263236
267 0.1409228657131985 0.18775560051402515 0.17262735822741368
268 0.1405143840238371 0.1875508328713808 0.17258802797325637
269 0.1401131794914731 0.1873513859310684 0.1725493404660864
270 0.1397191670060433 0.18715721378199757 0.17251129570618398
271 0.13933225829291765 0.1869682678433711 0.17247389368834845
272 0.13895236207447118 0.18678449698800012 0.1724371344020623
273 0.13857938423031207 0.1866058476609698 0.1724010178316534
274 0.13821322795590554 0.18643226399465274 0.17236554395645676
275 0.13785379391936822 0.18626368792074963 0.1723307127509743
276 0.13750098041623735 0.1861000592798192 0.17229652418503466
277 0.1371546835220314 0.1859413159285959 0.17226297822395056
278 0.13681479724244755 0.18578739384529136 0.17223007482867633
279 0.1364812136610466 0.18563822723299972 0.17219781395596287
280 0.1361538230842943 0.18549374862126983 0.1721661955585131
281 0.13583251418383618 0.18535388896588015 0.17213521958513464
282 0.13551717413589598 0.18521857774682102 0.17210488598089282
283 0.13520768875769615 0.1850877430644784 0.17207519468726232
284 0.13490394264081038 0.18496131173400027 0.17204614564227666
285 0.13460581928136459 0.1848392093778237 0.17201773878067853
286 0.1343132012070134 0.18472136051633264 0.1719899740340674
287 0.13402597010062905 0.1846076886566237 0.17196285133104683
288 0.13374400692064337 0.18449811637934757 0.17193637059737188
289 0.13346719201799917 0.1843925654236022 0.17191053175609242
290 0.13319540524966642 0.18429095676985469 0.1718853347276999
291 0.13292852608869654 0.18419321072086484 0.1718607794302688
292 0.1326664337307825 0.1840992469805976 0.17183686577960056
293 0.13240900719731746 0.1840089847311008 0.17181359368936372
294 0.13215612543493185 0.18392234270733832 0.171790963071237
295 0.1319076674115121 0.18383923926996737 0.1717689738350458
296 0.1316635122087016 0.18375959247604925 0.17174762588890477
297 0.13142353911089386 0.18368332014768984 0.17172691913935284
298 0.13118762769073083 0.18361033993860823 0.17170685349149298
299 0.13095565789113128 0.1835405693986305 0.17168742884912652
300 0.13072751010387315 0.1834739260361152 0.1716686451148905
301 0.13050306524476088 0.18341032737831306 0.1716505021903916
302 0.1302822048254138 0.18334969102967183 0.17163299997634032
303 0.13006481102171918 0.18329193472809305 0.1716161383726846
304 0.12985076673898868 0.18323697639915695 0.17159991727874227
305 0.12963995567387243 0.1831847342083287 0.17158433659333241
306 0.12943226237308117 0.1831351266111633 0.1715693962149078
307 0.12922757228896795 0.18308807240152855 0.17155509604168354
308 0.12902577183203434 0.1830434907578677 0.17154143597176832
309 0.12882674842041644 0.1830013012875232 0.1715284159032926
310 0.12863039052641748 0.18296142406914742 0.1715160357345378
311 0.12843658772015062 0.18292377969322773 0.1715042953640633
312 0.1282452307103621 0.18288828930074816 0.1714931946908339
313 0.1280549609538761 0.1828548746200257 0.17148273361434657
314 0.1278670240628935 0.18282345800174243 0.17147291203475615
315 0.12768129017190918 0.1827939624522117 0.17146372985300143
316 0.12749763756907578 0.1827663116649079 0.17145518697092882
317 0.1273159506274641 0.18274043005029333 0.17144728329141753
318 0.12713611839313047 0.1827162427639796 0.17144001871850334
319 0.1269580336170391 0.18269367573325415 0.17143339315750128
320 0.12678159208924192 0.18267265568201282 0.17142740651512914
321 0.12660669217998885 0.18265311015413235 0.17142205869962912
322 0.12643323452298844 0.1826349675353208 0.17141734962088978
323 0.12626112179650623 0.1826181570734818 0.1714132791905686
324 0.12609025857182843 0.18260260889763533 0.1714098473222107
325 0.12592055120807594 0.1825882540354279 0.17140705393137143
326 0.1257519077788335 0.18257502442927348 0.17140489893573577
327 0.12558423802053476 0.1825628529511644 0.1714033822552379
328 0.12541745329562737 0.182551673416188 0.1714025038121811
329 0.12525146656569394 0.18254142059479275 0.17140226353135635
330 0.12508619237117716 0.18253203022383652 0.17140266134016185
331 0.12492154681540296 0.1825234390164595 0.1714036971687206
332 0.12475744755130314 0.18251558467082132 0.17140537094999908
333 0.1245938137697399 0.1825084058777348 0.17140768261992526
334 0.12443056618868699 0.18250184232724165 0.17141063211750562
335 0.12426762704275435 0.18249583471416017 0.17141421938494375
336 0.12410492007271871 0.18249032474264892 0.1714184443677558
337 0.12394237051483545 0.18248525512981953 0.17142330701488934
338 0.12377990508978598 0.1824805696084338 0.1714288072788387
339 0.12361745199117728 0.1824762129287245 0.17143494511576218
340 0.12345494087354236 0.18247213085937322 0.17144172048559886
341 0.1232923028398211 0.18246827018767897 0.17144913335218448
342 0.12312947042831673 0.1824645787189549 0.17145718368336757
343 0.1229663775991386 0.18246100527518208 0.17146587145112618
344 0.12280295972014794 0.18245749969295974 0.17147519663168348
345 0.12263915355242834 0.18245401282077592 0.17148515920562407
346 0.1224748972353086 0.1824504965156392 0.17149575915800946
347 0.12231013027096634 0.1824469036390958 0.17150699647849482
348 0.12214479350864148 0.1824431880526634 0.17151887116144393
349 0.1219788291284896 0.18243930461271646 0.17153138320604633
350 0.12181218062510595 0.1824352091648433 0.1715445326164323
351 0.12164479279074883 0.18243085853771057 0.17155831940178914
352 0.12147661169829417 0.1824262105364585 0.17157274357647798
353 0.12130758468394472 0.18242122393565458 0.17158780516014935
354 0.12113766032972739 0.18241585847183256 0.17160350417785933
355 0.12096678844580327 0.18241007483563887 0.1716198406601867
356 0.12079492005261297 0.18240383466361682 0.1716368146433493
357 0.1206220073628883 0.18239710052964372 0.17165442616932028
358 0.12044800376354949 0.18238983593605315 0.17167267528594615
359 0.12027286379751315 0.18238200530445708 0.17169156204706315
360 0.12009654314543146 0.18237357396629433 0.17171108651261452
361 0.11991899860738724 0.1823645081531233 0.17173124874876905
362 0.11974018808455776 0.18235477498668073 0.17175204882803793
363 0.11956007056087573 0.18234434246872425 0.1717734868293943
364 0.11937860608469827 0.18233317947067956 0.17179556283839054
365 0.11901872564971368 0.18232125572310823 0.17181827694727742
366 0.11866180842759748 0.18230854180501457 0.17184162925512406
367 0.11830660274972056 0.18229500913300783 0.1718656198679367
368 0.11797129048231084 0.18228062995033634 0.17189024889877902
369 0.11763921672862944 0.1822653773158072 0.1719155164678925
370 0.11730971621093568 0.18224922509260935 0.17194142270281715
371 0.11698227374852187 0.1822321479370513 0.1719679677385128
372 0.1166564754745257 0.18221412128722786 0.1719951517174814
373 0.11633198022583408 0.18219512135163046 0.17202297478988826
374 0.1160085018213257 0.1821751250977099 0.17205143711368565
375 0.11568579739498316 0.1821541102404077 0.1720805388547357
376 0.11536365923423306 0.18213205523066392 0.17211028018693444
377 0.11504190875245422 0.18210893924391353 0.17214066129233646
378 0.11472039183802064 0.18208474216858092 0.1721716823612795
379 0.1143989751455224 0.1820594445945837 0.17220334359251063
380 0.11407754306827347 0.18203302780185365 0.17223564519331205
381 0.11375599522666502 0.18200547374888337 0.17226858737962894
382 0.11343424436125464 0.18197676506130817 0.1723021703761963
383 0.11311221455178257 0.18194688502052914 0.17233639441666804
384 0.11278983970349613 0.1819158175523884 0.1723712597437457
385 0.11246706225550548 0.18188354721589825 0.1724067666093087
386 0.1121438320751913 0.18185005919203504 0.17244291527454506
387 0.1118201055094852 0.1818153392726025 0.17247970601008278
388 0.11149584456901036 0.18177937384916992 0.17251713909612254
389 0.11117101622512505 0.18174214990209156 0.17255521482257066
390 0.1108455918031636 0.1817036549896107 0.17259393348917298
391 0.11051954645781181 0.18166387723705588 0.17263329540565106
392 0.11019285871874666 0.18162280532613026 0.17267330089183652
393 0.1098655100964752 0.18158042848430117 0.17271395027780975
394 0.10953748473983269 0.18153673647429192 0.17275524390403593
395 0.1092087691378732 0.1814917195836796 0.17279718212150555
396 0.10887935185995971 0.18144536861460306 0.17283976529187356
397 0.1085492233287698 0.18139767487358266 0.1728829937876007
398 0.10821837562170364 0.18134863016145544 0.17292686799209586
399 0.10788680229683052 0.18129822676342783 0.17297138829985856
400 0.10755449824006885 0.18124645743924733 0.17301655511662395
401 0.10722145953076273 0.18119331541349745 0.17306236885950796
402 0.10688768332322075 0.1811387943660148 0.17310882995715443
403 0.10655316774212621 0.18108288842243084 0.17315593884988292
404 0.10621791179002006 0.1810255921448415 0.17320369598983773
405 0.10588191526530355 0.18096690052260425 0.17325210184113865
406 0.10554517868942932 0.18090680896326086 0.17330115688003242
407 0.10520770324212193 0.18084531328359313 0.1733508615950461
408 0.10486949070363281 0.1807824097008067 0.17340121648714155
409 0.10453054340316728 0.18071809482384565 0.17345222206987077
410 0.10419086417273166 0.1806523656448383 0.17350387886953436
411 0.10385045630575479 0.18058521953067275 0.1735561874253386
412 0.1035093235199148 0.18051665421470503 0.17360914828955737
413 0.10316746992368392 0.18044666778859866 0.1736627620276928
414 0.10282489998615987 0.18037525869429258 0.17371702921863816
415 0.10248161850980941 0.1803024257161026 0.17377195045484448
416 0.10213763060579813 0.18022816797295133 0.1738275263424847
417 0.10179294167161862 0.18015248491072916 0.17388375750162358
418 0.10144755737076668 0.18007537629478226 0.17394064456638625
419 0.10110148361424104 0.17999684220253312 0.17399818818513046
420 0.10075472654367619 0.17991688301622386 0.17405638902061904
421 0.10040729251593457 0.17983549941579077 0.1741152477501954
422 0.10005918808900485 0.17975269237186303 0.1741747650659595
423 0.09971042000907616 0.17966846313888654 0.17423494167494705
424 0.09936099519866434 0.17958281324837222 0.17429577829931034
425 0.09901092074568957 0.17949574450226852 0.1743572756764988
426 0.09866020389340867 0.1794072589664537 0.17441943455944545
427 0.09830885203111826 0.17931735896435005 0.17448225571675144
428 0.09795687268555603 0.17922604707065817 0.1745457399328753
429 0.0976042735129339 0.1791333261052092 0.17460988800832228
430 0.09725106229153968 0.17904592912024117 0.1746747007598376
431 0.0968972469148597 0.17895701524429192 0.17474017902060054
432 0.09654283538516863 0.17883635490387037 0.17480632364042084
433 0.0961878358075499 0.17871461074116549 0.17487313548593766
434 0.09583225638430222 0.17859173580742152 0.17494061544082096
435 0.09547610540970039 0.17846770391198719 0.17500876440597474
436 0.09511939126507972 0.17834250109973618 0.1750775832997418
437 0.09476212241421453 0.17821612086672997 0.17514707305811283
438 0.09440430739896383 0.1780885614027298 0.17521723463493682
439 0.09404595483516637 0.1779598239558473 0.17528806900213273
440 0.09368707340875533 0.17782991183354427 0.17535957714990585
441 0.09332767187208417 0.17769882977417042 0.17543176008696537
442 0.09296775904043793 0.17756658354034419 0.17550461884074445
443 0.09260734378871845 0.17743317964892713 0.1755781544576241
444 0.09224643504828978 0.17729862518738976 0.17565236800315745
445 0.09188504180396798 0.1771629276861972 0.17572726056229945
446 0.09152317309114724 0.17702609502834502 0.17580283323963705
447 0.09116083799304908 0.17688813538402506 0.17587908715962364
448 0.09079804563808523 0.1767490571625905 0.17595602346681588
449 0.09043480519732698 0.17660886897661893 0.1760336433261128
450 0.09007112588207222 0.1764675796145555 0.17611194792299845
451 0.08970701694150102 0.17632519801952395 0.17619093846378822
452 0.08934248766041585 0.17618173327262687 0.17627061617587653
453 0.08897754735705857 0.17603719457955544 0.1763509823079891
454 0.08861220538100041 0.1758915912596666 0.17643203813043734
455 0.08824647111109625 0.17574493273692599 0.17651378493537725
456 0.08788035395350328 0.17559722853227305 0.1765962240370694
457 0.0875138633397563 0.17563377561232504 0.17667935677214452
458 0.08714700872489732 0.175669896359858 0.17676318449987158
459 0.08677979958565449 0.17570445944127802 0.17684770860242796
460 0.0864122454186704 0.17573712675152775 0.1769329304851753
461 0.08604435573877219 0.17576788726572415 0.17701885157693814
462 0.08567614007728465 0.17579684525125816 0.17710547333028495
463 0.0853076079803806 0.17582412934842453 0.17719279722181436
464 0.08493876900747119 0.17584985753758714 0.17728082475244433
465 0.08456963272962689 0.17587412684720327 0.17736955744770483
466 0.08420020872803315 0.17589701319890788 0.17745899685803576
467 0.08383050659247843 0.17591857476991352 0.17754914455908713
468 0.08346053591986838 0.17593885603868512 0.17764000215202372
469 0.08309030631276978 0.17595789142761803 0.17773157126383407
470 0.08271982737798209 0.17597570822924588 0.17782385354764388
471 0.08234910872513158 0.17599232881864632 0.17791685068303256
472 0.08197815996529215 0.17600777226398714 0.17801056437635449
473 0.08160699070962772 0.1760220554678948 0.17810499636106567
474 0.08123561056805788 0.17603519395913272 0.1782001483980523
475 0.08086402914794452 0.17604720243110097 0.17829602227596583
476 0.08049225605279864 0.17605809510079778 0.17839261981156318
477 0.08012030088100784 0.17606788594254139 0.17848994285004818
478 0.07974817322458175 0.1760765888355908 0.17858799326542174
479 0.07937588266791788 0.17608421765342278 0.17868677296083377
