Index Joint1 Joint2 Joint3 Joint4 Joint5 Joint6
0 -0.0013627644619158689 0.002021639770278917 0.03798615009605476 0.0056898315052890955 -0.0007852485986063069 0.0
1 -0.0013786661569109367 0.002024736275202259 0.038154762452842265 0.005641648140305614 -0.0007900689339167498 0.0
2 -0.0013949538914302686 0.002027658010429832 0.03831499042011076 0.0055909080037042855 -0.0007950367742167716 0.0
3 -0.0014116399388025332 0.0020304000124050235 0.03846642132147727 0.005537545749023417 -0.0008001575973607643 0.0
4 -0.0014287368361173113 0.0020329570990938735 0.03860862399116562 0.005481494358447309 -0.0008054369220902529 0.0
5 -0.0014462573477449624 0.002035323836143058 0.03874114754327694 0.005422685080849601 -0.0008108802794870303 0.0
6 -0.0014642144195496257 0.0020374944987502914 0.038863520061281055 0.005361047375354443 -0.0008164931791135037 0.0
7 -0.0014826211223045419 0.002039463028881739 0.03897524720901232 0.005296508863120215 -0.0008222810690970896 0.0
8 -0.001501490582626326 0.00204122298746883 0.039075810766510836 0.005228995290647891 -0.0008282492893300958 0.0
9 -0.001520835899536004 0.002042767501224041 0.039164667096680976 0.005158430508614266 -0.000834403016865911 0.0
10 -0.0015406700445312002 0.0020440892037353014 0.03924124555206533 0.005084736471041495 -0.0008407472024978347 0.0
11 -0.0015610057428183982 0.0020451801705354856 0.039304946835189036 0.005007833260551633 -0.0008472864974105363 0.0
12 -0.0015818553331111802 0.0020460318479022447 0.03935514133107598 0.0049276391465291666 -0.0008540251686987589 0.0
13 -0.0016032306031565063 0.002046634975230131 0.03939116743685031 0.004844070684236968 -0.0008609670024578234 0.0
14 -0.0016251425979159112 0.0020469795009390606 0.039412329921007454 0.004757042864308386 -0.0008681151930711721 0.0
15 -0.0016476013971152871 0.0020470544920491536 0.039417898354178034 0.0046664693235728 -0.0008754722172592636 0.0
16 -0.0016706158587035656 0.0020468480377721257 0.0394071056642287 0.004572262629859005 -0.0008830396914213448 0.0
17 -0.0016941933246505474 0.002046347147755075 0.03937914688155749 0.004474334655244029 -0.0008908182108095863 0.0
18 -0.0017183392854978534 0.002045537645976574 0.03933317815563661 0.00437259705414387 -0.0008988071691395782 0.0
19 -0.0017430570001923883 0.002044404061751175 0.03926831614137367 0.004266961864625419 -0.0009070045573816102 0.0
20 -0.0017683470680265093 0.002042929519861037 0.0391836378737653 0.004157342253277951 -0.0009154067407172402 0.0
21 -0.001794206950039996 0.0020410956325158784 0.03907818127153456 0.004043653425804629 -0.0009240082130129448 0.0
22 -0.00182063043807365 0.0020388823966566274 0.03895094643471982 0.003925813727025032 -0.0009328013286893181 0.0
23 -0.0018476070708797019 0.0020362681010714025 0.03880089792698885 0.0038037459550103216 -0.0009417760125857303 0.0
24 -0.0018751214983752822 0.002033229248885389 0.0386269682599044 0.0036773789143359145 -0.0009509194493743631 0.0
25 -0.0019031527973611007 0.002029740502208634 0.03842806282210466 0.0035466492325957506 -0.0009602157553019581 0.0
26 -0.001931673744905106 0.0020257746570520106 0.03820306651943978 0.0034115034619700037 -0.000969645636566524 0.0
27 -0.001960650059185135 0.002021302658004852 0.03795085240986641 0.0032719004832977225 -0.0009791860404948464 0.0
28 -0.0019900396219444333 0.002016293663533507 0.03767029262588227 0.003127814223244227 -0.0009888098078839923 0.0
29 -0.002019791701843555 0.0020107151740001122 0.037360271873149525 0.002979236685208577 -0.000998485337389666 0.0
30 -0.0020498462038276563 0.0020045332354667734 0.03701970377153886 0.0028261812810444504 -0.0010081762756328366 0.0
31 -0.0020801329760093863 0.0019977127328507627 0.03664755025826068 0.0026686864330128443 -0.001017841249650621 0.0
32 -0.0021105712122087223 0.0019902177857969456 0.036242844195833374 0.002506819393379918 -0.0010274336612718902 0.0
33 -0.0021410689947525146 0.001982012259465215 0.03580471521439772 0.0023406802027668714 -0.001036901565713053 0.0
34 -0.0021715230278045077 0.001973060400005874 0.03533241866347017 0.002170405678266873 -0.0010461876588447286 0.0
35 -0.0022018186155791674 0.0019633276005388096 0.03482536735008315 0.0019961732896120275 -0.0010552293987783556 0.0
36 -0.002231829941342676 0.0019527812977424383 0.03428316549959599 0.0018182047482230206 -0.0010639592872058623 0.0
37 -0.002261420701078045 0.0019413919915878014 0.03370564409883824 0.0016367691025985565 -0.0010723053338121398 0.0
38 -0.002290445139056009 0.0019291343713943466 0.033092896482097525 0.001452185107865731 -0.0010801917226196764 0.0
39 -0.002318749520440989 0.0019159885205582705 0.03244531272011853 0.0012648226217943045 -0.0010875396919786161 0.0
40 -0.0023461740579676306 0.0019019411606391347 0.031763611100121436 0.001075102778919207 -0.0010942686299537788 0.0
41 -0.0023725552857251538 0.0018869868839438378 0.031048864777024423 0.0008834967131431865 -0.0011002973742616927 0.0
42 -0.002397728844042497 0.001871129313581757 0.030302521572419933 0.000690522640839505 -0.0011055456912478201 0.0
43 -0.0024215326071507534 0.0018543821226527217 0.0295264149369753 0.0004967411826853566 -0.0011099358926788217 0.0
44 -0.002443810052400375 0.001836769841279495 0.028722764304488103 0.0003027488921116227 -0.0011133945337821589 0.0
45 -0.002464413739765511 0.0018183283829165467 0.027894163467308324 0.00010917006684513925 -0.001115854122725618 0.0
46 -0.002483208746985586 0.0017991052305905545 0.027043556186902105 -8.335296051559162e-05 -0.00111725476241985 0.0
47 -0.0025000758926161607 0.001779159239560756 0.02617419898765388 -0.0002741707377380536 -0.0011175456417970532 0.0
48 -0.0025149145793212403 0.0017585600345343044 0.025289611908209098 -0.00046263839288174366 -0.0011166862967294585 0.0
49 -0.002527645104361007 0.0017373870053130768 0.02439351882339842 -0.0006481276180890908 -0.00111464757090295 0.0
50 -0.002538210313000141 0.0017157279320912525 0.02348977971077943 -0.0008300383939410555 -0.0011114122237262576 0.0
51 -0.0025465765111151242 0.001693677297632027 0.022582317831470397 -0.0010078099126773856 -0.0011069751542705235 0.0
52 -0.002552733601544119 0.0016713343652985568 0.021675045154718894 -0.0011809302056099871 -0.001101343235071797 0.0
53 -0.002556694459522429 0.0016488011169578242 0.020771789438263258 -0.00134894406791295 -0.0010945347747331662 0.0
54 -0.002558493610416915 0.0016261801515650037 0.019876226176906833 -0.0015114589927676014 -0.0010865786509675053 0.0
55 -0.0025581853130319534 0.001603572643341951 0.018991818181134632 -0.0016681489630469787 -0.001077513173768896 0.0
56 -0.002555841180433473 0.0015810764485988803 0.018121764907269237 -0.001818756087423373 -0.0010673847502702897 0.0
57 -0.0025515474856922546 0.0015587844340736363 0.017268962910286113 -0.0019630901950105093 -0.0010562464279208147 0.0
58 -0.002545402302176654 0.0015367830794441992 0.016435978014579713 -0.0021010266073473206 -0.001044156391182455 0.0
59 -0.002537512618600504 0.0015151513848720407 0.015625029073429084 -0.0022325023817374584 -0.0010311764800214783 0.0
60 -0.0025279915506382397 0.001493960093340745 0.01483798257400088 -0.0023575113631670013 -0.0010173707875524211 0.0
61 -0.0025169557467792474 0.0014732712189852127 0.014076356878364647 -0.0024760983947213185 -0.0010028043809630377 0.0
62 -0.002504523059433822 0.001453137857762087 0.013341334586152595 -0.0025883530231151494 -0.0009875421759148848 0.0
63 -0.0024908105259325184 0.0014336042462492684 0.012633781355317597 -0.0026944030029309044 -0.0009716479813153108 0.0
64 -0.0024759326801194765 0.0014147060280726553 0.011954269503528877 -0.0027944078573162332 -0.0009551837196624925 0.0
65 -0.0024600001951066855 0.0013964706850083438 0.011303104805214435 -0.002888552700728236 -0.000938208818649511 0.0
66 -0.0024431188420903508 0.0013789180905002972 0.010680355066271158 -0.0029770424763046494 -0.0009207797625948864 0.0
